Source,Year,Mean,Date,Month,Season,Mean_Normalized
GISTEMP,1946-01,0.15,1946-01-01,1,Winter,0.47324646520654284
gcag,1946-01,0.0465,1946-01-01,1,Winter,0.4322547427620896
GISTEMP,1946-02,0.02,1946-02-01,2,Winter,0.4217592775951523
gcag,1946-02,-0.1157,1946-02-01,2,Winter,0.36801457483464695
GISTEMP,1946-03,0.01,1946-03-01,3,Summer,0.41779872470196844
gcag,1946-03,-0.1216,1946-03-01,3,Summer,0.36567784862766844
GISTEMP,1946-04,0.06,1946-04-01,4,Summer,0.4376014891678879
gcag,1946-04,-0.0011,1946-04-01,4,Summer,0.41340251099053427
GISTEMP,1946-05,-0.07,1946-05-01,5,Summer,0.3861143015564973
gcag,1946-05,-0.0827,1946-05-01,5,Summer,0.38108439938215377
GISTEMP,1946-06,-0.21,1946-06-01,6,Monsoon,0.3306665610519229
gcag,1946-06,-0.27,1946-06-01,6,Monsoon,0.3069032436928195
GISTEMP,1946-07,-0.12,1946-07-01,7,Monsoon,0.36631153709057784
gcag,1946-07,-0.1094,1946-07-01,7,Monsoon,0.3705097231573528
GISTEMP,1946-08,-0.2,1946-08-01,8,Monsoon,0.33462711394510675
gcag,1946-08,-0.1541,1946-08-01,8,Monsoon,0.3528060517248208
GISTEMP,1946-09,-0.08,1946-09-01,9,Post-Monsoon,0.3821537486633134
gcag,1946-09,-0.0982,1946-09-01,9,Post-Monsoon,0.37494554239771877
GISTEMP,1946-10,-0.08,1946-10-01,10,Post-Monsoon,0.3821537486633134
gcag,1946-10,-0.0681,1946-10-01,10,Post-Monsoon,0.3868668066062022
GISTEMP,1946-11,-0.05,1946-11-01,11,Post-Monsoon,0.3940354073428651
gcag,1946-11,-0.1081,1946-11-01,11,Post-Monsoon,0.3710245950334667
GISTEMP,1946-12,-0.31,1946-12-01,12,Winter,0.29106103212008394
gcag,1946-12,-0.3432,1946-12-01,12,Winter,0.2779119965147135
GISTEMP,1947-01,-0.06,1947-01-01,1,Winter,0.39007485444968115
gcag,1947-01,-0.1505,1947-01-01,1,Winter,0.35423185076636704
GISTEMP,1947-02,-0.08,1947-02-01,2,Winter,0.3821537486633134
gcag,1947-02,-0.1411,1947-02-01,2,Winter,0.35795477048595986
GISTEMP,1947-03,0.06,1947-03-01,3,Summer,0.4376014891678879
gcag,1947-03,-0.0762,1947-03-01,3,Summer,0.38365875876272326
GISTEMP,1947-04,0.06,1947-04-01,4,Summer,0.4376014891678879
gcag,1947-04,-0.0549,1947-04-01,4,Summer,0.392094736425205
GISTEMP,1947-05,-0.02,1947-05-01,5,Summer,0.40591706602241673
gcag,1947-05,-0.0708,1947-05-01,5,Summer,0.3857974573250426
GISTEMP,1947-06,-0.02,1947-06-01,6,Monsoon,0.40591706602241673
gcag,1947-06,-0.0927,1947-06-01,6,Monsoon,0.3771238464889699
GISTEMP,1947-07,-0.04,1947-07-01,7,Monsoon,0.39799596023604894
gcag,1947-07,-0.0648,1947-07-01,7,Monsoon,0.38817378906095296
GISTEMP,1947-08,-0.07,1947-08-01,8,Monsoon,0.3861143015564973
gcag,1947-08,-0.1129,1947-08-01,8,Monsoon,0.36912352964473844
GISTEMP,1947-09,-0.12,1947-09-01,9,Post-Monsoon,0.36631153709057784
gcag,1947-09,-0.1604,1947-09-01,9,Post-Monsoon,0.35031090340211496
GISTEMP,1947-10,0.07,1947-10-01,10,Post-Monsoon,0.4415620420610718
gcag,1947-10,0.0338,1947-10-01,10,Post-Monsoon,0.4272248405877461
GISTEMP,1947-11,0.02,1947-11-01,11,Post-Monsoon,0.4217592775951523
gcag,1947-11,0.0291,1947-11-01,11,Post-Monsoon,0.4253633807279496
GISTEMP,1947-12,-0.13,1947-12-01,12,Winter,0.362350984197394
gcag,1947-12,-0.2331,1947-12-01,12,Winter,0.3215176838686681
GISTEMP,1948-01,0.06,1948-01-01,1,Winter,0.4376014891678879
gcag,1948-01,-0.019,1948-01-01,1,Winter,0.4063131213117352
GISTEMP,1948-02,-0.14,1948-02-01,2,Winter,0.35839043130421006
gcag,1948-02,-0.2386,1948-02-01,2,Winter,0.31933937977741694
GISTEMP,1948-03,-0.24,1948-03-01,3,Summer,0.3187849023723712
gcag,1948-03,-0.283,1948-03-01,3,Summer,0.30175452493168053
GISTEMP,1948-04,-0.12,1948-04-01,4,Summer,0.36631153709057784
gcag,1948-04,-0.1146,1948-04-01,4,Summer,0.36845023565289714
GISTEMP,1948-05,-0.01,1948-05-01,5,Summer,0.40987761891560065
gcag,1948-05,0.0576,1948-05-01,5,Summer,0.43665095647352375
GISTEMP,1948-06,-0.05,1948-06-01,6,Monsoon,0.3940354073428651
gcag,1948-06,-0.0082,1948-06-01,6,Monsoon,0.41059051843637373
GISTEMP,1948-07,-0.11,1948-07-01,7,Monsoon,0.37027208998376177
gcag,1948-07,-0.1296,1948-07-01,7,Monsoon,0.36250940631312134
GISTEMP,1948-08,-0.12,1948-08-01,8,Monsoon,0.36631153709057784
gcag,1948-08,-0.0476,1948-08-01,8,Monsoon,0.39498594003722926
GISTEMP,1948-09,-0.14,1948-09-01,9,Post-Monsoon,0.35839043130421006
gcag,1948-09,-0.1338,1948-09-01,9,Post-Monsoon,0.3608459740979841
GISTEMP,1948-10,-0.05,1948-10-01,10,Post-Monsoon,0.3940354073428651
gcag,1948-10,-0.0568,1948-10-01,10,Post-Monsoon,0.39134223137550006
GISTEMP,1948-11,-0.12,1948-11-01,11,Post-Monsoon,0.36631153709057784
gcag,1948-11,-0.1733,1948-11-01,11,Post-Monsoon,0.3452017901699077
GISTEMP,1948-12,-0.24,1948-12-01,12,Winter,0.3187849023723712
gcag,1948-12,-0.349,1948-12-01,12,Winter,0.27561487583666683
GISTEMP,1949-01,0.07,1949-01-01,1,Winter,0.4415620420610718
gcag,1949-01,-0.0186,1949-01-01,1,Winter,0.4064715434274625
GISTEMP,1949-02,-0.14,1949-02-01,2,Winter,0.35839043130421006
gcag,1949-02,-0.2423,1949-02-01,2,Winter,0.31787397520693894
GISTEMP,1949-03,-0.02,1949-03-01,3,Summer,0.40591706602241673
gcag,1949-03,-0.1096,1949-03-01,3,Summer,0.3704305120994891
GISTEMP,1949-04,-0.11,1949-04-01,4,Summer,0.37027208998376177
gcag,1949-04,-0.1467,1949-04-01,4,Summer,0.3557368608657769
GISTEMP,1949-05,-0.1,1949-05-01,5,Summer,0.37423264287694563
gcag,1949-05,-0.1113,1949-05-01,5,Summer,0.3697572181076479
GISTEMP,1949-06,-0.27,1949-06-01,6,Monsoon,0.3069032436928195
gcag,1949-06,-0.2332,1949-06-01,6,Monsoon,0.32147807833973624
GISTEMP,1949-07,-0.13,1949-07-01,7,Monsoon,0.362350984197394
gcag,1949-07,-0.1801,1949-07-01,7,Monsoon,0.3425086142025427
GISTEMP,1949-08,-0.13,1949-08-01,8,Monsoon,0.362350984197394
gcag,1949-08,-0.0775,1949-08-01,8,Monsoon,0.3831438868866094
GISTEMP,1949-09,-0.14,1949-09-01,9,Post-Monsoon,0.35839043130421006
gcag,1949-09,-0.1233,1949-09-01,9,Post-Monsoon,0.3650045546358272
GISTEMP,1949-10,-0.06,1949-10-01,10,Post-Monsoon,0.39007485444968115
gcag,1949-10,-0.0897,1949-10-01,10,Post-Monsoon,0.378312012356925
GISTEMP,1949-11,-0.1,1949-11-01,11,Post-Monsoon,0.37423264287694563
gcag,1949-11,-0.181,1949-11-01,11,Post-Monsoon,0.3421521644421561
GISTEMP,1949-12,-0.18,1949-12-01,12,Winter,0.34254821973147453
gcag,1949-12,-0.2124,1949-12-01,12,Winter,0.3297160283575587
GISTEMP,1950-01,-0.26,1950-01-01,1,Winter,0.31086379658600344
gcag,1950-01,-0.3,1950-01-01,1,Winter,0.29502158501326786
GISTEMP,1950-02,-0.27,1950-02-01,2,Winter,0.3069032436928195
gcag,1950-02,-0.37,1950-02-01,2,Winter,0.26729771476098063
GISTEMP,1950-03,-0.08,1950-03-01,3,Summer,0.3821537486633134
gcag,1950-03,-0.2164,1950-03-01,3,Summer,0.3281318072002852
GISTEMP,1950-04,-0.21,1950-04-01,4,Summer,0.3306665610519229
gcag,1950-04,-0.2436,1950-04-01,4,Summer,0.31735910333082495
GISTEMP,1950-05,-0.11,1950-05-01,5,Summer,0.37027208998376177
gcag,1950-05,-0.1373,1950-05-01,5,Summer,0.35945978058536976
GISTEMP,1950-06,-0.05,1950-06-01,6,Monsoon,0.3940354073428651
gcag,1950-06,-0.105,1950-06-01,6,Monsoon,0.3722523664303537
GISTEMP,1950-07,-0.08,1950-07-01,7,Monsoon,0.3821537486633134
gcag,1950-07,-0.1067,1950-07-01,7,Monsoon,0.3715790724385124
GISTEMP,1950-08,-0.16,1950-08-01,8,Monsoon,0.3504693255178423
gcag,1950-08,-0.1526,1950-08-01,8,Monsoon,0.3534001346587984
GISTEMP,1950-09,-0.11,1950-09-01,9,Post-Monsoon,0.37027208998376177
gcag,1950-09,-0.245,1950-09-01,9,Post-Monsoon,0.31680462592577924
GISTEMP,1950-10,-0.2,1950-10-01,10,Post-Monsoon,0.33462711394510675
gcag,1950-10,-0.201,1950-10-01,10,Post-Monsoon,0.33423105865578834
GISTEMP,1950-11,-0.34,1950-11-01,11,Post-Monsoon,0.2791793734405323
gcag,1950-11,-0.3808,1950-11-01,11,Post-Monsoon,0.26302031763634204
GISTEMP,1950-12,-0.22,1950-12-01,12,Winter,0.32670600815873896
gcag,1950-12,-0.2608,1950-12-01,12,Winter,0.31054695235454877
GISTEMP,1951-01,-0.34,1951-01-01,1,Winter,0.2791793734405323
gcag,1951-01,-0.3603,1951-01-01,1,Winter,0.271139451067369
GISTEMP,1951-02,-0.41,1951-02-01,2,Winter,0.2514555031882451
gcag,1951-02,-0.5094,1951-02-01,2,Winter,0.21208760742999724
GISTEMP,1951-03,-0.2,1951-03-01,3,Summer,0.33462711394510675
gcag,1951-03,-0.262,1951-03-01,3,Summer,0.3100716860073666
GISTEMP,1951-04,-0.14,1951-04-01,4,Summer,0.35839043130421006
gcag,1951-04,-0.1081,1951-04-01,4,Summer,0.3710245950334667
GISTEMP,1951-05,0.0,1951-05-01,5,Summer,0.4138381718087845
gcag,1951-05,0.0323,1951-05-01,5,Summer,0.4266307576537685
GISTEMP,1951-06,-0.06,1951-06-01,6,Monsoon,0.39007485444968115
gcag,1951-06,0.0602,1951-06-01,6,Monsoon,0.43768070022575156
GISTEMP,1951-07,-0.01,1951-07-01,7,Monsoon,0.40987761891560065
gcag,1951-07,0.0387,1951-07-01,7,Monsoon,0.42916551150540616
GISTEMP,1951-08,0.06,1951-08-01,8,Monsoon,0.4376014891678879
gcag,1951-08,0.1213,1951-08-01,8,Monsoon,0.46187967840310507
GISTEMP,1951-09,0.05,1951-09-01,9,Post-Monsoon,0.433640936274704
gcag,1951-09,0.1323,1951-09-01,9,Post-Monsoon,0.4662362865856074
GISTEMP,1951-10,0.08,1951-10-01,10,Post-Monsoon,0.44552259495425567
gcag,1951-10,0.1244,1951-10-01,10,Post-Monsoon,0.46310744979999213
GISTEMP,1951-11,-0.01,1951-11-01,11,Post-Monsoon,0.40987761891560065
gcag,1951-11,-0.0723,1951-11-01,11,Post-Monsoon,0.385203374391065
GISTEMP,1951-12,0.16,1951-12-01,12,Winter,0.4772070180997267
gcag,1951-12,0.0692,1951-12-01,12,Winter,0.441245197829617
GISTEMP,1952-01,0.11,1952-01-01,1,Winter,0.4574042536338073
gcag,1952-01,0.094,1952-01-01,1,Winter,0.4510673690047131
GISTEMP,1952-02,0.11,1952-02-01,2,Winter,0.4574042536338073
gcag,1952-02,0.0684,1952-02-01,2,Winter,0.44092835359816235
GISTEMP,1952-03,-0.08,1952-03-01,3,Summer,0.3821537486633134
gcag,1952-03,-0.1635,1952-03-01,3,Summer,0.34908313200522795
GISTEMP,1952-04,0.03,1952-04-01,4,Summer,0.4257198304883362
gcag,1952-04,0.0456,1952-04-01,4,Summer,0.4318982930017031
GISTEMP,1952-05,-0.03,1952-05-01,5,Summer,0.40195651312923286
gcag,1952-05,0.0222,1952-05-01,5,Summer,0.42263059923165275
GISTEMP,1952-06,-0.03,1952-06-01,6,Monsoon,0.40195651312923286
gcag,1952-06,0.0235,1952-06-01,6,Monsoon,0.4231454711077667
GISTEMP,1952-07,0.04,1952-07-01,7,Monsoon,0.4296803833815201
gcag,1952-07,0.0901,1952-07-01,7,Monsoon,0.4495227533763714
GISTEMP,1952-08,0.05,1952-08-01,8,Monsoon,0.433640936274704
gcag,1952-08,0.0969,1952-08-01,8,Monsoon,0.4522159293437364
GISTEMP,1952-09,0.07,1952-09-01,9,Post-Monsoon,0.4415620420610718
gcag,1952-09,0.0962,1952-09-01,9,Post-Monsoon,0.45193869064121356
GISTEMP,1952-10,0.0,1952-10-01,10,Post-Monsoon,0.4138381718087845
gcag,1952-10,-0.0165,1952-10-01,10,Post-Monsoon,0.4073032595350311
GISTEMP,1952-11,-0.13,1952-11-01,11,Post-Monsoon,0.362350984197394
gcag,1952-11,-0.1323,1952-11-01,11,Post-Monsoon,0.3614400570319617
GISTEMP,1952-12,-0.02,1952-12-01,12,Winter,0.40591706602241673
gcag,1952-12,-0.0403,1952-12-01,12,Winter,0.3978771436492535
GISTEMP,1953-01,0.07,1953-01-01,1,Winter,0.4415620420610718
gcag,1953-01,-0.009,1953-01-01,1,Winter,0.41027367420491906
GISTEMP,1953-02,0.15,1953-02-01,2,Winter,0.47324646520654284
gcag,1953-02,0.095,1953-02-01,2,Winter,0.45146342429403147
GISTEMP,1953-03,0.11,1953-03-01,3,Summer,0.4574042536338073
gcag,1953-03,0.018,1953-03-01,3,Summer,0.42096716701651554
GISTEMP,1953-04,0.19,1953-04-01,4,Summer,0.4890886767792784
gcag,1953-04,0.2246,1953-04-01,4,Summer,0.5027921897896946
GISTEMP,1953-05,0.11,1953-05-01,5,Summer,0.4574042536338073
gcag,1953-05,0.149,1953-05-01,5,Summer,0.4728504099172245
GISTEMP,1953-06,0.12,1953-06-01,6,Monsoon,0.46136480652699113
gcag,1953-06,0.1404,1953-06-01,6,Monsoon,0.46944433442908634
GISTEMP,1953-07,0.01,1953-07-01,7,Monsoon,0.41779872470196844
gcag,1953-07,0.0431,1953-07-01,7,Monsoon,0.43090815477840705
GISTEMP,1953-08,0.05,1953-08-01,8,Monsoon,0.433640936274704
gcag,1953-08,0.0871,1953-08-01,8,Monsoon,0.4483345875084162
GISTEMP,1953-09,0.04,1953-09-01,9,Post-Monsoon,0.4296803833815201
gcag,1953-09,0.0863,1953-09-01,9,Post-Monsoon,0.44801774327696153
GISTEMP,1953-10,0.08,1953-10-01,10,Post-Monsoon,0.44552259495425567
gcag,1953-10,0.0834,1953-10-01,10,Post-Monsoon,0.44686918293793815
GISTEMP,1953-11,-0.03,1953-11-01,11,Post-Monsoon,0.40195651312923286
gcag,1953-11,-0.0058,1953-11-01,11,Post-Monsoon,0.41154105113073786
GISTEMP,1953-12,0.05,1953-12-01,12,Winter,0.433640936274704
gcag,1953-12,0.0194,1953-12-01,12,Winter,0.4215216444215613
GISTEMP,1954-01,-0.24,1954-01-01,1,Winter,0.3187849023723712
gcag,1954-01,-0.2435,1954-01-01,1,Winter,0.3173987088597568
GISTEMP,1954-02,-0.1,1954-02-01,2,Winter,0.37423264287694563
gcag,1954-02,-0.0891,1954-02-01,2,Winter,0.3785496455305161
GISTEMP,1954-03,-0.15,1954-03-01,3,Summer,0.3544298784110262
gcag,1954-03,-0.1834,1954-03-01,3,Summer,0.341201631747792
GISTEMP,1954-04,-0.14,1954-04-01,4,Summer,0.35839043130421006
gcag,1954-04,-0.1148,1954-04-01,4,Summer,0.36837102459503346
GISTEMP,1954-05,-0.2,1954-05-01,5,Summer,0.33462711394510675
gcag,1954-05,-0.1706,1954-05-01,5,Summer,0.3462711394510674
GISTEMP,1954-06,-0.19,1954-06-01,6,Monsoon,0.33858766683829067
gcag,1954-06,-0.1296,1954-06-01,6,Monsoon,0.36250940631312134
GISTEMP,1954-07,-0.19,1954-07-01,7,Monsoon,0.33858766683829067
gcag,1954-07,-0.1962,1954-07-01,7,Monsoon,0.3361321240445166
GISTEMP,1954-08,-0.17,1954-08-01,8,Monsoon,0.3465087726246584
gcag,1954-08,-0.1018,1954-08-01,8,Monsoon,0.37351974335617255
GISTEMP,1954-09,-0.1,1954-09-01,9,Post-Monsoon,0.37423264287694563
gcag,1954-09,-0.1133,1954-09-01,9,Post-Monsoon,0.36896510752901107
GISTEMP,1954-10,-0.02,1954-10-01,10,Post-Monsoon,0.40591706602241673
gcag,1954-10,-0.0115,1954-10-01,10,Post-Monsoon,0.40928353598162304
GISTEMP,1954-11,0.08,1954-11-01,11,Post-Monsoon,0.44552259495425567
gcag,1954-11,0.1164,1954-11-01,11,Post-Monsoon,0.45993900748544503
GISTEMP,1954-12,-0.18,1954-12-01,12,Winter,0.34254821973147453
gcag,1954-12,-0.1636,1954-12-01,12,Winter,0.3490435264762961
GISTEMP,1955-01,0.13,1955-01-01,1,Winter,0.4653253594201751
gcag,1955-01,0.106,1955-01-01,1,Winter,0.4558200324765338
GISTEMP,1955-02,-0.16,1955-02-01,2,Winter,0.3504693255178423
gcag,1955-02,-0.1927,1955-02-01,2,Winter,0.337518317557131
GISTEMP,1955-03,-0.32,1955-03-01,3,Summer,0.2871004792269001
gcag,1955-03,-0.3964,1955-03-01,3,Summer,0.2568418551229752
GISTEMP,1955-04,-0.22,1955-04-01,4,Summer,0.32670600815873896
gcag,1955-04,-0.2291,1955-04-01,4,Summer,0.32310190502594166
GISTEMP,1955-05,-0.2,1955-05-01,5,Summer,0.33462711394510675
gcag,1955-05,-0.2388,1955-05-01,5,Summer,0.31926016871955326
GISTEMP,1955-06,-0.14,1955-06-01,6,Monsoon,0.35839043130421006
gcag,1955-06,-0.1784,1955-06-01,6,Monsoon,0.34318190819438393
GISTEMP,1955-07,-0.11,1955-07-01,7,Monsoon,0.37027208998376177
gcag,1955-07,-0.2083,1955-07-01,7,Monsoon,0.3313398550437641
GISTEMP,1955-08,0.02,1955-08-01,8,Monsoon,0.4217592775951523
gcag,1955-08,-0.0884,1955-08-01,8,Monsoon,0.37882688423303895
GISTEMP,1955-09,-0.11,1955-09-01,9,Post-Monsoon,0.37027208998376177
gcag,1955-09,-0.1431,1955-09-01,9,Post-Monsoon,0.3571626599073231
GISTEMP,1955-10,-0.05,1955-10-01,10,Post-Monsoon,0.3940354073428651
gcag,1955-10,-0.1133,1955-10-01,10,Post-Monsoon,0.36896510752901107
GISTEMP,1955-11,-0.25,1955-11-01,11,Post-Monsoon,0.3148243494791873
gcag,1955-11,-0.3208,1955-11-01,11,Post-Monsoon,0.2867836349954454
GISTEMP,1955-12,-0.28,1955-12-01,12,Winter,0.30294269079963565
gcag,1955-12,-0.3643,1955-12-01,12,Winter,0.26955522991009545
GISTEMP,1956-01,-0.13,1956-01-01,1,Winter,0.362350984197394
gcag,1956-01,-0.2404,1956-01-01,1,Winter,0.31862648025664386
GISTEMP,1956-02,-0.24,1956-02-01,2,Winter,0.3187849023723712
gcag,1956-02,-0.2824,1956-02-01,2,Winter,0.3019921581052715
GISTEMP,1956-03,-0.21,1956-03-01,3,Summer,0.3306665610519229
gcag,1956-03,-0.3565,1956-03-01,3,Summer,0.2726444611667789
GISTEMP,1956-04,-0.28,1956-04-01,4,Summer,0.30294269079963565
gcag,1956-04,-0.3065,1956-04-01,4,Summer,0.2924472256326983
GISTEMP,1956-05,-0.29,1956-05-01,5,Summer,0.29898213790645173
gcag,1956-05,-0.3361,1956-05-01,5,Summer,0.280723989068874
GISTEMP,1956-06,-0.15,1956-06-01,6,Monsoon,0.3544298784110262
gcag,1956-06,-0.2265,1956-06-01,6,Monsoon,0.3241316487781694
GISTEMP,1956-07,-0.09,1956-07-01,7,Monsoon,0.37819319577012955
gcag,1956-07,-0.2106,1956-07-01,7,Monsoon,0.33042892787833184
GISTEMP,1956-08,-0.25,1956-08-01,8,Monsoon,0.3148243494791873
gcag,1956-08,-0.2896,1956-08-01,8,Monsoon,0.2991405600221791
GISTEMP,1956-09,-0.19,1956-09-01,9,Post-Monsoon,0.33858766683829067
gcag,1956-09,-0.2735,1956-09-01,9,Post-Monsoon,0.30551705018020514
GISTEMP,1956-10,-0.23,1956-10-01,10,Post-Monsoon,0.3227454552655551
gcag,1956-10,-0.2632,1956-10-01,10,Post-Monsoon,0.3095964196601846
GISTEMP,1956-11,-0.15,1956-11-01,11,Post-Monsoon,0.3544298784110262
gcag,1956-11,-0.2152,1956-11-01,11,Post-Monsoon,0.3286070735474672
GISTEMP,1956-12,-0.06,1956-12-01,12,Winter,0.39007485444968115
gcag,1956-12,-0.1576,1956-12-01,12,Winter,0.35141985821220645
GISTEMP,1957-01,-0.09,1957-01-01,1,Winter,0.37819319577012955
gcag,1957-01,-0.2215,1957-01-01,1,Winter,0.3261119252247614
GISTEMP,1957-02,-0.03,1957-02-01,2,Winter,0.40195651312923286
gcag,1957-02,-0.1586,1957-02-01,2,Winter,0.3510238029228881
GISTEMP,1957-03,-0.05,1957-03-01,3,Summer,0.3940354073428651
gcag,1957-03,-0.1975,1957-03-01,3,Summer,0.3356172521684027
GISTEMP,1957-04,0.0,1957-04-01,4,Summer,0.4138381718087845
gcag,1957-04,-0.0418,1957-04-01,4,Summer,0.39728306071527586
GISTEMP,1957-05,0.09,1957-05-01,5,Summer,0.4494831478474396
gcag,1957-05,0.0318,1957-05-01,5,Summer,0.4264327300091093
GISTEMP,1957-06,0.16,1957-06-01,6,Monsoon,0.4772070180997267
gcag,1957-06,0.0645,1957-06-01,6,Monsoon,0.4393837379698206
GISTEMP,1957-07,0.02,1957-07-01,7,Monsoon,0.4217592775951523
gcag,1957-07,-0.0627,1957-07-01,7,Monsoon,0.38900550516852156
GISTEMP,1957-08,0.15,1957-08-01,8,Monsoon,0.47324646520654284
gcag,1957-08,0.0729,1957-08-01,8,Monsoon,0.4427106024000951
GISTEMP,1957-09,0.09,1957-09-01,9,Post-Monsoon,0.4494831478474396
gcag,1957-09,0.0414,1957-09-01,9,Post-Monsoon,0.43023486078656586
GISTEMP,1957-10,0.01,1957-10-01,10,Post-Monsoon,0.41779872470196844
gcag,1957-10,-0.0008,1957-10-01,10,Post-Monsoon,0.41352132757732984
GISTEMP,1957-11,0.08,1957-11-01,11,Post-Monsoon,0.44552259495425567
gcag,1957-11,-0.004,1957-11-01,11,Post-Monsoon,0.412253950651511
GISTEMP,1957-12,0.15,1957-12-01,12,Winter,0.47324646520654284
gcag,1957-12,0.0523,1957-12-01,12,Winter,0.4345518634401363
GISTEMP,1958-01,0.39,1958-01-01,1,Winter,0.5682997346429561
gcag,1958-01,0.2547,1958-01-01,1,Winter,0.5147134539981781
GISTEMP,1958-02,0.22,1958-02-01,2,Winter,0.5009703354588301
gcag,1958-02,0.0928,1958-02-01,2,Winter,0.450592102657531
GISTEMP,1958-03,0.09,1958-03-01,3,Summer,0.4494831478474396
gcag,1958-03,0.0053,1958-03-01,3,Summer,0.415937264842172
GISTEMP,1958-04,0.01,1958-04-01,4,Summer,0.41779872470196844
gcag,1958-04,-0.0695,1958-04-01,4,Summer,0.3863123292011565
GISTEMP,1958-05,0.06,1958-05-01,5,Summer,0.4376014891678879
gcag,1958-05,0.0165,1958-05-01,5,Summer,0.42037308408253793
GISTEMP,1958-06,-0.08,1958-06-01,6,Monsoon,0.3821537486633134
gcag,1958-06,-0.1531,1958-06-01,6,Monsoon,0.3532021070141392
GISTEMP,1958-07,0.05,1958-07-01,7,Monsoon,0.433640936274704
gcag,1958-07,-0.02,1958-07-01,7,Monsoon,0.40591706602241673
GISTEMP,1958-08,-0.05,1958-08-01,8,Monsoon,0.3940354073428651
gcag,1958-08,-0.0831,1958-08-01,8,Monsoon,0.3809259772664264
GISTEMP,1958-09,-0.02,1958-09-01,9,Post-Monsoon,0.40591706602241673
gcag,1958-09,-0.1148,1958-09-01,9,Post-Monsoon,0.36837102459503346
GISTEMP,1958-10,0.04,1958-10-01,10,Post-Monsoon,0.4296803833815201
gcag,1958-10,-0.0195,1958-10-01,10,Post-Monsoon,0.40611509366707593
GISTEMP,1958-11,0.02,1958-11-01,11,Post-Monsoon,0.4217592775951523
gcag,1958-11,-0.0386,1958-11-01,11,Post-Monsoon,0.3985504376410947
GISTEMP,1958-12,0.01,1958-12-01,12,Winter,0.41779872470196844
gcag,1958-12,-0.0823,1958-12-01,12,Winter,0.38124282149788113
GISTEMP,1959-01,0.08,1959-01-01,1,Winter,0.44552259495425567
gcag,1959-01,0.0137,1959-01-01,1,Winter,0.4192641292724465
GISTEMP,1959-02,0.07,1959-02-01,2,Winter,0.4415620420610718
gcag,1959-02,-0.0051,1959-02-01,2,Winter,0.4118182898332607
GISTEMP,1959-03,0.18,1959-03-01,3,Summer,0.4851281238860945
gcag,1959-03,0.0167,1959-03-01,3,Summer,0.4204522951404016
GISTEMP,1959-04,0.16,1959-04-01,4,Summer,0.4772070180997267
gcag,1959-04,0.0263,1959-04-01,4,Summer,0.42425442591785817
GISTEMP,1959-05,0.04,1959-05-01,5,Summer,0.4296803833815201
gcag,1959-05,-0.0385,1959-05-01,5,Summer,0.39859004317002655
GISTEMP,1959-06,0.03,1959-06-01,6,Monsoon,0.4257198304883362
gcag,1959-06,-0.0018,1959-06-01,6,Monsoon,0.41312527228801144
GISTEMP,1959-07,0.03,1959-07-01,7,Monsoon,0.4257198304883362
gcag,1959-07,-0.0436,1959-07-01,7,Monsoon,0.3965701611945027
GISTEMP,1959-08,-0.01,1959-08-01,8,Monsoon,0.40987761891560065
gcag,1959-08,-0.0413,1959-08-01,8,Monsoon,0.3974810883599351
GISTEMP,1959-09,-0.06,1959-09-01,9,Post-Monsoon,0.39007485444968115
gcag,1959-09,-0.1412,1959-09-01,9,Post-Monsoon,0.357915164957028
GISTEMP,1959-10,-0.07,1959-10-01,10,Post-Monsoon,0.3861143015564973
gcag,1959-10,-0.0713,1959-10-01,10,Post-Monsoon,0.3855994296803834
GISTEMP,1959-11,-0.08,1959-11-01,11,Post-Monsoon,0.3821537486633134
gcag,1959-11,-0.1863,1959-11-01,11,Post-Monsoon,0.34005307140876867
GISTEMP,1959-12,0.0,1959-12-01,12,Winter,0.4138381718087845
gcag,1959-12,-0.1033,1959-12-01,12,Winter,0.372925660422195
GISTEMP,1960-01,0.0,1960-01-01,1,Winter,0.4138381718087845
gcag,1960-01,-0.1147,1960-01-01,1,Winter,0.3684106301239653
GISTEMP,1960-02,0.13,1960-02-01,2,Winter,0.4653253594201751
gcag,1960-02,0.0228,1960-02-01,2,Winter,0.4228682324052438
GISTEMP,1960-03,-0.35,1960-03-01,3,Summer,0.2752188205473484
gcag,1960-03,-0.4469,1960-03-01,3,Summer,0.23684106301239652
GISTEMP,1960-04,-0.15,1960-04-01,4,Summer,0.3544298784110262
gcag,1960-04,-0.2619,1960-04-01,4,Summer,0.31011129153629846
GISTEMP,1960-05,-0.08,1960-05-01,5,Summer,0.3821537486633134
gcag,1960-05,-0.179,1960-05-01,5,Summer,0.3429442750207929
GISTEMP,1960-06,-0.04,1960-06-01,6,Monsoon,0.39799596023604894
gcag,1960-06,-0.1261,1960-06-01,6,Monsoon,0.3638955998257357
GISTEMP,1960-07,-0.04,1960-07-01,7,Monsoon,0.39799596023604894
gcag,1960-07,-0.1141,1960-07-01,7,Monsoon,0.36864826329755634
GISTEMP,1960-08,0.02,1960-08-01,8,Monsoon,0.4217592775951523
gcag,1960-08,-0.0062,1960-08-01,8,Monsoon,0.41138262901501055
GISTEMP,1960-09,0.07,1960-09-01,9,Post-Monsoon,0.4415620420610718
gcag,1960-09,0.0032,1960-09-01,9,Post-Monsoon,0.4151055487346034
GISTEMP,1960-10,0.06,1960-10-01,10,Post-Monsoon,0.4376014891678879
