Source,Year,Mean,Date,Month,Season,Mean_Normalized
gcag,1897-08,-0.1854,1897-08-01,8,Monsoon,0.34040952116915524
GISTEMP,1897-09,-0.09,1897-09-01,9,Post-Monsoon,0.37819319577012955
gcag,1897-09,-0.1863,1897-09-01,9,Post-Monsoon,0.34005307140876867
GISTEMP,1897-10,-0.14,1897-10-01,10,Post-Monsoon,0.35839043130421006
gcag,1897-10,-0.2123,1897-10-01,10,Post-Monsoon,0.3297556338864906
GISTEMP,1897-11,-0.19,1897-11-01,11,Post-Monsoon,0.33858766683829067
gcag,1897-11,-0.4227,1897-11-01,11,Post-Monsoon,0.2464256010139015
GISTEMP,1897-12,-0.21,1897-12-01,12,Winter,0.3306665610519229
gcag,1897-12,-0.4652,1897-12-01,12,Winter,0.22959325121787
GISTEMP,1898-01,-0.03,1898-01-01,1,Winter,0.40195651312923286
gcag,1898-01,-0.1992,1898-01-01,1,Winter,0.3349439581765615
GISTEMP,1898-02,-0.31,1898-02-01,2,Winter,0.29106103212008394
gcag,1898-02,-0.5561,1898-02-01,2,Winter,0.19359182541882844
GISTEMP,1898-03,-0.52,1898-03-01,3,Summer,0.2078894213632223
gcag,1898-03,-0.8427,1898-03-01,3,Summer,0.08008237950017821
GISTEMP,1898-04,-0.32,1898-04-01,4,Summer,0.2871004792269001
gcag,1898-04,-0.663,1898-04-01,4,Summer,0.15125351499069267
GISTEMP,1898-05,-0.31,1898-05-01,5,Summer,0.29106103212008394
gcag,1898-05,-0.5596,1898-05-01,5,Summer,0.19220563190621412
GISTEMP,1898-06,-0.2,1898-06-01,6,Monsoon,0.33462711394510675
gcag,1898-06,-0.3347,1898-06-01,6,Monsoon,0.2812784664739198
GISTEMP,1898-07,-0.23,1898-07-01,7,Monsoon,0.3227454552655551
gcag,1898-07,-0.3948,1898-07-01,7,Monsoon,0.2574755435858846
GISTEMP,1898-08,-0.27,1898-08-01,8,Monsoon,0.3069032436928195
gcag,1898-08,-0.3894,1898-08-01,8,Monsoon,0.2596142421482039
GISTEMP,1898-09,-0.22,1898-09-01,9,Post-Monsoon,0.32670600815873896
gcag,1898-09,-0.3708,1898-09-01,9,Post-Monsoon,0.2669808705295259
GISTEMP,1898-10,-0.35,1898-10-01,10,Post-Monsoon,0.2752188205473484
gcag,1898-10,-0.501,1898-10-01,10,Post-Monsoon,0.21541447186027168
GISTEMP,1898-11,-0.39,1898-11-01,11,Post-Monsoon,0.25937660897461284
gcag,1898-11,-0.5286,1898-11-01,11,Post-Monsoon,0.20448334587508418
GISTEMP,1898-12,-0.24,1898-12-01,12,Winter,0.3187849023723712
gcag,1898-12,-0.4895,1898-12-01,12,Winter,0.21996910768743316
GISTEMP,1899-01,-0.17,1899-01-01,1,Winter,0.3465087726246584
gcag,1899-01,-0.3598,1899-01-01,1,Winter,0.2713374787120282
GISTEMP,1899-02,-0.39,1899-02-01,2,Winter,0.25937660897461284
gcag,1899-02,-0.554,1899-02-01,2,Winter,0.19442354152639707
GISTEMP,1899-03,-0.37,1899-03-01,3,Summer,0.26729771476098063
gcag,1899-03,-0.589,1899-03-01,3,Summer,0.18056160640025348
GISTEMP,1899-04,-0.21,1899-04-01,4,Summer,0.3306665610519229
gcag,1899-04,-0.4393,1899-04-01,4,Summer,0.2398510832112163
GISTEMP,1899-05,-0.23,1899-05-01,5,Summer,0.3227454552655551
gcag,1899-05,-0.3589,1899-05-01,5,Summer,0.27169392847241475
GISTEMP,1899-06,-0.32,1899-06-01,6,Monsoon,0.2871004792269001
gcag,1899-06,-0.501,1899-06-01,6,Monsoon,0.21541447186027168
GISTEMP,1899-07,-0.16,1899-07-01,7,Monsoon,0.3504693255178423
gcag,1899-07,-0.3655,1899-07-01,7,Monsoon,0.2690799635629134
GISTEMP,1899-08,-0.09,1899-08-01,8,Monsoon,0.37819319577012955
gcag,1899-08,-0.2398,1899-08-01,8,Monsoon,0.31886411343023485
GISTEMP,1899-09,-0.06,1899-09-01,9,Post-Monsoon,0.39007485444968115
gcag,1899-09,-0.1516,1899-09-01,9,Post-Monsoon,0.3537961899481168
GISTEMP,1899-10,-0.04,1899-10-01,10,Post-Monsoon,0.39799596023604894
gcag,1899-10,-0.1831,1899-10-01,10,Post-Monsoon,0.3413204483345875
GISTEMP,1899-11,0.12,1899-11-01,11,Post-Monsoon,0.46136480652699113
gcag,1899-11,-0.0569,1899-11-01,11,Post-Monsoon,0.3913026258465682
GISTEMP,1899-12,-0.27,1899-12-01,12,Winter,0.3069032436928195
gcag,1899-12,-0.4662,1899-12-01,12,Winter,0.22919719592855164
GISTEMP,1900-01,-0.37,1900-01-01,1,Winter,0.26729771476098063
gcag,1900-01,-0.5065,1900-01-01,1,Winter,0.21323616776902057
GISTEMP,1900-02,-0.06,1900-02-01,2,Winter,0.39007485444968115
gcag,1900-02,-0.2029,1900-02-01,2,Winter,0.3334785536060834
GISTEMP,1900-03,0.0,1900-03-01,3,Summer,0.4138381718087845
gcag,1900-03,-0.1997,1900-03-01,3,Summer,0.33474593053190227
GISTEMP,1900-04,-0.09,1900-04-01,4,Summer,0.37819319577012955
gcag,1900-04,-0.2241,1900-04-01,4,Summer,0.3250821814725336
GISTEMP,1900-05,-0.09,1900-05-01,5,Summer,0.37819319577012955
gcag,1900-05,-0.3028,1900-05-01,5,Summer,0.2939126302031764
GISTEMP,1900-06,-0.1,1900-06-01,6,Monsoon,0.37423264287694563
gcag,1900-06,-0.2171,1900-06-01,6,Monsoon,0.32785456849776234
GISTEMP,1900-07,-0.13,1900-07-01,7,Monsoon,0.362350984197394
gcag,1900-07,-0.1909,1900-07-01,7,Monsoon,0.3382312170779041
GISTEMP,1900-08,-0.09,1900-08-01,8,Monsoon,0.37819319577012955
gcag,1900-08,-0.2108,1900-08-01,8,Monsoon,0.33034971682046815
GISTEMP,1900-09,-0.06,1900-09-01,9,Post-Monsoon,0.39007485444968115
gcag,1900-09,-0.1957,1900-09-01,9,Post-Monsoon,0.33633015168917585
GISTEMP,1900-10,0.09,1900-10-01,10,Post-Monsoon,0.4494831478474396
gcag,1900-10,-0.0647,1900-10-01,10,Post-Monsoon,0.3882133945898848
GISTEMP,1900-11,-0.07,1900-11-01,11,Post-Monsoon,0.3861143015564973
gcag,1900-11,-0.2625,1900-11-01,11,Post-Monsoon,0.30987365836270747
GISTEMP,1900-12,-0.07,1900-12-01,12,Winter,0.3861143015564973
gcag,1900-12,-0.2362,1900-12-01,12,Winter,0.32028991247178107
GISTEMP,1901-01,-0.22,1901-01-01,1,Winter,0.32670600815873896
gcag,1901-01,-0.2806,1901-01-01,1,Winter,0.3027050576260446
GISTEMP,1901-02,-0.12,1901-02-01,2,Winter,0.36631153709057784
gcag,1901-02,-0.2682,1901-02-01,2,Winter,0.30761614321359265
GISTEMP,1901-03,0.05,1901-03-01,3,Summer,0.433640936274704
gcag,1901-03,-0.2008,1901-03-01,3,Summer,0.3343102697136521
GISTEMP,1901-04,-0.03,1901-04-01,4,Summer,0.40195651312923286
gcag,1901-04,-0.1753,1901-04-01,4,Summer,0.34440967959127095
GISTEMP,1901-05,-0.15,1901-05-01,5,Summer,0.3544298784110262
gcag,1901-05,-0.2493,1901-05-01,5,Summer,0.3151015881817102
GISTEMP,1901-06,-0.12,1901-06-01,6,Monsoon,0.36631153709057784
gcag,1901-06,-0.2366,1901-06-01,6,Monsoon,0.3201314903560537
GISTEMP,1901-07,-0.15,1901-07-01,7,Monsoon,0.3544298784110262
gcag,1901-07,-0.3289,1901-07-01,7,Monsoon,0.28357558715196646
GISTEMP,1901-08,-0.21,1901-08-01,8,Monsoon,0.3306665610519229
gcag,1901-08,-0.205,1901-08-01,8,Monsoon,0.3326468374985148
GISTEMP,1901-09,-0.23,1901-09-01,9,Post-Monsoon,0.3227454552655551
gcag,1901-09,-0.3551,1901-09-01,9,Post-Monsoon,0.27319893857182465
GISTEMP,1901-10,-0.3,1901-10-01,10,Post-Monsoon,0.29502158501326786
gcag,1901-10,-0.3407,1901-10-01,10,Post-Monsoon,0.27890213473800946
GISTEMP,1901-11,-0.17,1901-11-01,11,Post-Monsoon,0.3465087726246584
gcag,1901-11,-0.3958,1901-11-01,11,Post-Monsoon,0.25707948829656624
GISTEMP,1901-12,-0.27,1901-12-01,12,Winter,0.3069032436928195
gcag,1901-12,-0.4845,1901-12-01,12,Winter,0.22194938413402515
GISTEMP,1902-01,-0.17,1902-01-01,1,Winter,0.3465087726246584
gcag,1902-01,-0.4395,1902-01-01,1,Winter,0.2397718721533526
GISTEMP,1902-02,-0.09,1902-02-01,2,Winter,0.37819319577012955
gcag,1902-02,-0.2322,1902-02-01,2,Winter,0.32187413362905465
GISTEMP,1902-03,-0.28,1902-03-01,3,Summer,0.30294269079963565
gcag,1902-03,-0.474,1902-03-01,3,Summer,0.2261079646718682
GISTEMP,1902-04,-0.28,1902-04-01,4,Summer,0.30294269079963565
gcag,1902-04,-0.4305,1902-04-01,4,Summer,0.24333636975721812
GISTEMP,1902-05,-0.33,1902-05-01,5,Summer,0.28313992633371615
gcag,1902-05,-0.4302,1902-05-01,5,Summer,0.2434551863440136
GISTEMP,1902-06,-0.32,1902-06-01,6,Monsoon,0.2871004792269001
gcag,1902-06,-0.4452,1902-06-01,6,Monsoon,0.23751435700423779
GISTEMP,1902-07,-0.28,1902-07-01,7,Monsoon,0.30294269079963565
gcag,1902-07,-0.3891,1902-07-01,7,Monsoon,0.2597330587349994
GISTEMP,1902-08,-0.3,1902-08-01,8,Monsoon,0.29502158501326786
gcag,1902-08,-0.4251,1902-08-01,8,Monsoon,0.2454750683195374
GISTEMP,1902-09,-0.29,1902-09-01,9,Post-Monsoon,0.29898213790645173
gcag,1902-09,-0.3728,1902-09-01,9,Post-Monsoon,0.26618875995088914
GISTEMP,1902-10,-0.3,1902-10-01,10,Post-Monsoon,0.29502158501326786
gcag,1902-10,-0.5005,1902-10-01,10,Post-Monsoon,0.21561249950493092
GISTEMP,1902-11,-0.37,1902-11-01,11,Post-Monsoon,0.26729771476098063
gcag,1902-11,-0.5626,1902-11-01,11,Post-Monsoon,0.19101746603825895
GISTEMP,1902-12,-0.42,1902-12-01,12,Winter,0.24749495029506122
gcag,1902-12,-0.5659,1902-12-01,12,Winter,0.18971048358350828
GISTEMP,1903-01,-0.25,1903-01-01,1,Winter,0.3148243494791873
gcag,1903-01,-0.4344,1903-01-01,1,Winter,0.24179175412887638
GISTEMP,1903-02,-0.07,1903-02-01,2,Winter,0.3861143015564973
gcag,1903-02,-0.2402,1903-02-01,2,Winter,0.31870569131450754
GISTEMP,1903-03,-0.24,1903-03-01,3,Summer,0.3187849023723712
gcag,1903-03,-0.3984,1903-03-01,3,Summer,0.25604974454433843
GISTEMP,1903-04,-0.42,1903-04-01,4,Summer,0.24749495029506122
gcag,1903-04,-0.588,1903-04-01,4,Summer,0.18095766168957186
GISTEMP,1903-05,-0.4,1903-05-01,5,Summer,0.255416056081429
gcag,1903-05,-0.516,1903-05-01,5,Summer,0.20947364252049586
GISTEMP,1903-06,-0.43,1903-06-01,6,Monsoon,0.24353439740187732
gcag,1903-06,-0.5476,1903-06-01,6,Monsoon,0.19695829537803478
GISTEMP,1903-07,-0.35,1903-07-01,7,Monsoon,0.2752188205473484
gcag,1903-07,-0.5052,1903-07-01,7,Monsoon,0.21375103964513448
GISTEMP,1903-08,-0.46,1903-08-01,8,Monsoon,0.23165273872232564
gcag,1903-08,-0.6014,1903-08-01,8,Monsoon,0.17565052081270544
GISTEMP,1903-09,-0.5,1903-09-01,9,Post-Monsoon,0.2158105271495901
gcag,1903-09,-0.5597,1903-09-01,9,Post-Monsoon,0.19216602637728228
GISTEMP,1903-10,-0.47,1903-10-01,10,Post-Monsoon,0.22769218582914177
gcag,1903-10,-0.6648,1903-10-01,10,Post-Monsoon,0.15054061546991962
GISTEMP,1903-11,-0.42,1903-11-01,11,Post-Monsoon,0.24749495029506122
gcag,1903-11,-0.6297,1903-11-01,11,Post-Monsoon,0.16444215612499502
GISTEMP,1903-12,-0.51,1903-12-01,12,Winter,0.2118499742564062
gcag,1903-12,-0.714,1903-12-01,12,Winter,0.13105469523545488
GISTEMP,1904-01,-0.63,1904-01-01,1,Winter,0.16432333953819953
gcag,1904-01,-0.8066,1904-01-01,1,Winter,0.09437997544457205
GISTEMP,1904-02,-0.59,1904-02-01,2,Winter,0.1801655511109351
gcag,1904-02,-0.7699,1904-02-01,2,Winter,0.1089152045625569
GISTEMP,1904-03,-0.51,1904-03-01,3,Summer,0.2118499742564062
gcag,1904-03,-0.6964,1904-03-01,3,Summer,0.1380252683274585
GISTEMP,1904-04,-0.51,1904-04-01,4,Summer,0.2118499742564062
gcag,1904-04,-0.6468,1904-04-01,4,Summer,0.1576696106776506
GISTEMP,1904-05,-0.52,1904-05-01,5,Summer,0.2078894213632223
gcag,1904-05,-0.6093,1904-05-01,5,Summer,0.1725216840270902
GISTEMP,1904-06,-0.49,1904-06-01,6,Monsoon,0.219771080042774
gcag,1904-06,-0.5641,1904-06-01,6,Monsoon,0.19042338310428134
GISTEMP,1904-07,-0.51,1904-07-01,7,Monsoon,0.2118499742564062
gcag,1904-07,-0.553,1904-07-01,7,Monsoon,0.19481959681571545
GISTEMP,1904-08,-0.49,1904-08-01,8,Monsoon,0.219771080042774
gcag,1904-08,-0.4784,1904-08-01,8,Monsoon,0.2243653213988673
GISTEMP,1904-09,-0.56,1904-09-01,9,Post-Monsoon,0.19204720979048673
gcag,1904-09,-0.5966,1904-09-01,9,Post-Monsoon,0.17755158620143371
GISTEMP,1904-10,-0.4,1904-10-01,10,Post-Monsoon,0.255416056081429
gcag,1904-10,-0.553,1904-10-01,10,Post-Monsoon,0.19481959681571545
GISTEMP,1904-11,-0.18,1904-11-01,11,Post-Monsoon,0.34254821973147453
gcag,1904-11,-0.3966,1904-11-01,11,Post-Monsoon,0.25676264406511146
GISTEMP,1904-12,-0.34,1904-12-01,12,Winter,0.2791793734405323
gcag,1904-12,-0.4996,1904-12-01,12,Winter,0.21596894926531743
GISTEMP,1905-01,-0.35,1905-01-01,1,Winter,0.2752188205473484
gcag,1905-01,-0.4634,1905-01-01,1,Winter,0.2303061507386431
GISTEMP,1905-02,-0.6,1905-02-01,2,Winter,0.1762049982177512
gcag,1905-02,-0.7201,1905-02-01,2,Winter,0.1286387579706127
GISTEMP,1905-03,-0.22,1905-03-01,3,Summer,0.32670600815873896
gcag,1905-03,-0.524,1905-03-01,3,Summer,0.20630520020594875
GISTEMP,1905-04,-0.34,1905-04-01,4,Summer,0.2791793734405323
gcag,1905-04,-0.5602,1905-04-01,4,Summer,0.19196799873262307
GISTEMP,1905-05,-0.3,1905-05-01,5,Summer,0.29502158501326786
gcag,1905-05,-0.4342,1905-05-01,5,Summer,0.24187096518674012
GISTEMP,1905-06,-0.29,1905-06-01,6,Monsoon,0.29898213790645173
gcag,1905-06,-0.3425,1905-06-01,6,Monsoon,0.2781892352172363
GISTEMP,1905-07,-0.27,1905-07-01,7,Monsoon,0.3069032436928195
gcag,1905-07,-0.373,1905-07-01,7,Monsoon,0.26610954889302546
GISTEMP,1905-08,-0.21,1905-08-01,8,Monsoon,0.3306665610519229
gcag,1905-08,-0.3044,1905-08-01,8,Monsoon,0.293278941740267
GISTEMP,1905-09,-0.19,1905-09-01,9,Post-Monsoon,0.33858766683829067
gcag,1905-09,-0.3451,1905-09-01,9,Post-Monsoon,0.2771594914650085
GISTEMP,1905-10,-0.25,1905-10-01,10,Post-Monsoon,0.3148243494791873
gcag,1905-10,-0.3351,1905-10-01,10,Post-Monsoon,0.28112004435819243
GISTEMP,1905-11,-0.07,1905-11-01,11,Post-Monsoon,0.3861143015564973
gcag,1905-11,-0.2172,1905-11-01,11,Post-Monsoon,0.32781496296883045
GISTEMP,1905-12,-0.13,1905-12-01,12,Winter,0.362350984197394
gcag,1905-12,-0.2743,1905-12-01,12,Winter,0.30520020594875047
GISTEMP,1906-01,-0.29,1906-01-01,1,Winter,0.29898213790645173
gcag,1906-01,-0.2966,1906-01-01,1,Winter,0.2963681729969504
GISTEMP,1906-02,-0.3,1906-02-01,2,Winter,0.29502158501326786
gcag,1906-02,-0.3885,1906-02-01,2,Winter,0.2599706919085904
GISTEMP,1906-03,-0.19,1906-03-01,3,Summer,0.33858766683829067
gcag,1906-03,-0.2895,1906-03-01,3,Summer,0.29918016555111093
GISTEMP,1906-04,-0.05,1906-04-01,4,Summer,0.3940354073428651
gcag,1906-04,-0.1039,1906-04-01,4,Summer,0.37268802724860395
GISTEMP,1906-05,-0.26,1906-05-01,5,Summer,0.31086379658600344
gcag,1906-05,-0.3765,1906-05-01,5,Summer,0.2647233553804111
GISTEMP,1906-06,-0.2,1906-06-01,6,Monsoon,0.33462711394510675
gcag,1906-06,-0.2325,1906-06-01,6,Monsoon,0.32175531704225907
GISTEMP,1906-07,-0.23,1906-07-01,7,Monsoon,0.3227454552655551
gcag,1906-07,-0.3429,1906-07-01,7,Monsoon,0.278030813101509
GISTEMP,1906-08,-0.2,1906-08-01,8,Monsoon,0.33462711394510675
gcag,1906-08,-0.2716,1906-08-01,8,Monsoon,0.30626955522991006
GISTEMP,1906-09,-0.29,1906-09-01,9,Post-Monsoon,0.29898213790645173
gcag,1906-09,-0.353,1906-09-01,9,Post-Monsoon,0.27403065467939325
GISTEMP,1906-10,-0.21,1906-10-01,10,Post-Monsoon,0.3306665610519229
gcag,1906-10,-0.3222,1906-10-01,10,Post-Monsoon,0.28622915759039963
GISTEMP,1906-11,-0.38,1906-11-01,11,Post-Monsoon,0.26333716186779677
gcag,1906-11,-0.5317,1906-11-01,11,Post-Monsoon,0.20325557447819717
GISTEMP,1906-12,-0.15,1906-12-01,12,Winter,0.3544298784110262
gcag,1906-12,-0.3205,1906-12-01,12,Winter,0.28690245158224087
GISTEMP,1907-01,-0.44,1907-01-01,1,Winter,0.23957384450869343
gcag,1907-01,-0.5292,1907-01-01,1,Winter,0.20424571270149314
GISTEMP,1907-02,-0.52,1907-02-01,2,Winter,0.2078894213632223
gcag,1907-02,-0.6185,1907-02-01,2,Winter,0.16887797536536098
GISTEMP,1907-03,-0.28,1907-03-01,3,Summer,0.30294269079963565
gcag,1907-03,-0.4379,1907-03-01,3,Summer,0.24040556061626206
GISTEMP,1907-04,-0.38,1907-04-01,4,Summer,0.26333716186779677
gcag,1907-04,-0.4779,1907-04-01,4,Summer,0.22456334904352648
GISTEMP,1907-05,-0.47,1907-05-01,5,Summer,0.22769218582914177
gcag,1907-05,-0.645,1907-05-01,5,Summer,0.1583825101984237
GISTEMP,1907-06,-0.42,1907-06-01,6,Monsoon,0.24749495029506122
gcag,1907-06,-0.544,1907-06-01,6,Monsoon,0.19838409441958096
GISTEMP,1907-07,-0.35,1907-07-01,7,Monsoon,0.2752188205473484
gcag,1907-07,-0.425,1907-07-01,7,Monsoon,0.24551467384846923
GISTEMP,1907-08,-0.34,1907-08-01,8,Monsoon,0.2791793734405323
gcag,1907-08,-0.4909,1907-08-01,8,Monsoon,0.21941463028238742
GISTEMP,1907-09,-0.35,1907-09-01,9,Post-Monsoon,0.2752188205473484
gcag,1907-09,-0.3986,1907-09-01,9,Post-Monsoon,0.2559705334864747
GISTEMP,1907-10,-0.23,1907-10-01,10,Post-Monsoon,0.3227454552655551
gcag,1907-10,-0.3359,1907-10-01,10,Post-Monsoon,0.2808032001267377
GISTEMP,1907-11,-0.47,1907-11-01,11,Post-Monsoon,0.22769218582914177
gcag,1907-11,-0.5563,1907-11-01,11,Post-Monsoon,0.19351261436096479
GISTEMP,1907-12,-0.47,1907-12-01,12,Winter,0.22769218582914177
gcag,1907-12,-0.5898,1907-12-01,12,Winter,0.18024476216879876
GISTEMP,1908-01,-0.45,1908-01-01,1,Winter,0.23561329161550953
gcag,1908-01,-0.4664,1908-01-01,1,Winter,0.229117984870688
GISTEMP,1908-02,-0.33,1908-02-01,2,Winter,0.28313992633371615
gcag,1908-02,-0.4138,1908-02-01,2,Winter,0.24995049308883524
GISTEMP,1908-03,-0.56,1908-03-01,3,Summer,0.19204720979048673
gcag,1908-03,-0.704,1908-03-01,3,Summer,0.13501524812863877
GISTEMP,1908-04,-0.45,1908-04-01,4,Summer,0.23561329161550953
gcag,1908-04,-0.5883,1908-04-01,4,Summer,0.18083884510277634
GISTEMP,1908-05,-0.37,1908-05-01,5,Summer,0.26729771476098063
gcag,1908-05,-0.453,1908-05-01,5,Summer,0.23442512574755434
GISTEMP,1908-06,-0.38,1908-06-01,6,Monsoon,0.26333716186779677
gcag,1908-06,-0.4127,1908-06-01,6,Monsoon,0.2503861539070854
GISTEMP,1908-07,-0.35,1908-07-01,7,Monsoon,0.2752188205473484
gcag,1908-07,-0.4009,1908-07-01,7,Monsoon,0.2550596063210424
GISTEMP,1908-08,-0.46,1908-08-01,8,Monsoon,0.23165273872232564
gcag,1908-08,-0.4812,1908-08-01,8,Monsoon,0.22325636658877576
GISTEMP,1908-09,-0.36,1908-09-01,9,Post-Monsoon,0.27125826765416455
gcag,1908-09,-0.3876,1908-09-01,9,Post-Monsoon,0.260327141668977
GISTEMP,1908-10,-0.44,1908-10-01,10,Post-Monsoon,0.23957384450869343
gcag,1908-10,-0.5746,1908-10-01,10,Post-Monsoon,0.18626480256643826
GISTEMP,1908-11,-0.52,1908-11-01,11,Post-Monsoon,0.2078894213632223
gcag,1908-11,-0.6452,1908-11-01,11,Post-Monsoon,0.15830329914056002
GISTEMP,1908-12,-0.49,1908-12-01,12,Winter,0.219771080042774
gcag,1908-12,-0.6381,1908-12-01,12,Winter,0.16111529169472058
GISTEMP,1909-01,-0.73,1909-01-01,1,Winter,0.12471781060636064
gcag,1909-01,-0.7628,1909-01-01,1,Winter,0.11172719711671747
GISTEMP,1909-02,-0.46,1909-02-01,2,Winter,0.23165273872232564
gcag,1909-02,-0.5354,1909-02-01,2,Winter,0.2017901699077191
GISTEMP,1909-03,-0.54,1909-03-01,3,Summer,0.19996831557685452
gcag,1909-03,-0.652,1909-03-01,3,Summer,0.15561012317319498
GISTEMP,1909-04,-0.59,1909-04-01,4,Summer,0.1801655511109351
gcag,1909-04,-0.6327,1909-04-01,4,Summer,0.16325399025703985
GISTEMP,1909-05,-0.54,1909-05-01,5,Summer,0.19996831557685452
gcag,1909-05,-0.5917,1909-05-01,5,Summer,0.17949225711909383
GISTEMP,1909-06,-0.52,1909-06-01,6,Monsoon,0.2078894213632223
gcag,1909-06,-0.5,1909-06-01,6,Monsoon,0.2158105271495901
GISTEMP,1909-07,-0.45,1909-07-01,7,Monsoon,0.23561329161550953
gcag,1909-07,-0.5237,1909-07-01,7,Monsoon,0.20642401679274425
GISTEMP,1909-08,-0.34,1909-08-01,8,Monsoon,0.2791793734405323
gcag,1909-08,-0.3368,1909-08-01,8,Monsoon,0.28044675036635114
GISTEMP,1909-09,-0.39,1909-09-01,9,Post-Monsoon,0.25937660897461284
gcag,1909-09,-0.4159,1909-09-01,9,Post-Monsoon,0.2491187769812666
GISTEMP,1909-10,-0.4,1909-10-01,10,Post-Monsoon,0.255416056081429
gcag,1909-10,-0.4944,1909-10-01,10,Post-Monsoon,0.21802843676977307
GISTEMP,1909-11,-0.32,1909-11-01,11,Post-Monsoon,0.2871004792269001
gcag,1909-11,-0.3865,1909-11-01,11,Post-Monsoon,0.2607628024872272
GISTEMP,1909-12,-0.56,1909-12-01,12,Winter,0.19204720979048673
gcag,1909-12,-0.5962,1909-12-01,12,Winter,0.1777100083171611
GISTEMP,1910-01,-0.43,1910-01-01,1,Winter,0.24353439740187732
gcag,1910-01,-0.4327,1910-01-01,1,Winter,0.24246504812071767
GISTEMP,1910-02,-0.41,1910-02-01,2,Winter,0.2514555031882451
gcag,1910-02,-0.529,1910-02-01,2,Winter,0.2043249237593568
GISTEMP,1910-03,-0.51,1910-03-01,3,Summer,0.2118499742564062
gcag,1910-03,-0.6188,1910-03-01,3,Summer,0.16875915877856548
GISTEMP,1910-04,-0.43,1910-04-01,4,Summer,0.24353439740187732
gcag,1910-04,-0.5348,1910-04-01,4,Summer,0.20202780308131013
GISTEMP,1910-05,-0.34,1910-05-01,5,Summer,0.2791793734405323
gcag,1910-05,-0.5367,1910-05-01,5,Summer,0.20127529803160524
GISTEMP,1910-06,-0.39,1910-06-01,6,Monsoon,0.25937660897461284
gcag,1910-06,-0.5592,1910-06-01,6,Monsoon,0.19236405402194146
GISTEMP,1910-07,-0.34,1910-07-01,7,Monsoon,0.2791793734405323
gcag,1910-07,-0.4346,1910-07-01,7,Monsoon,0.24171254307101273
GISTEMP,1910-08,-0.37,1910-08-01,8,Monsoon,0.26729771476098063
gcag,1910-08,-0.3887,1910-08-01,8,Monsoon,0.2598914808507268
GISTEMP,1910-09,-0.39,1910-09-01,9,Post-Monsoon,0.25937660897461284
gcag,1910-09,-0.4228,1910-09-01,9,Post-Monsoon,0.24638599548496967
GISTEMP,1910-10,-0.42,1910-10-01,10,Post-Monsoon,0.24749495029506122
gcag,1910-10,-0.4847,1910-10-01,10,Post-Monsoon,0.22187017307616141
GISTEMP,1910-11,-0.58,1910-11-01,11,Post-Monsoon,0.184126104004119
gcag,1910-11,-0.6723,1910-11-01,11,Post-Monsoon,0.14757020080003166
GISTEMP,1910-12,-0.68,1910-12-01,12,Winter,0.14452057507228006
gcag,1910-12,-0.7566,1910-12-01,12,Winter,0.11418273991049148
GISTEMP,1911-01,-0.63,1911-01-01,1,Winter,0.16432333953819953
gcag,1911-01,-0.6679,1911-01-01,1,Winter,0.14931284407303258
GISTEMP,1911-02,-0.58,1911-02-01,2,Winter,0.184126104004119
gcag,1911-02,-0.7059,1911-02-01,2,Winter,0.13426274307893382
GISTEMP,1911-03,-0.62,1911-03-01,3,Summer,0.16828389243138342
gcag,1911-03,-0.7639,1911-03-01,3,Summer,0.11129153629846725
GISTEMP,1911-04,-0.55,1911-04-01,4,Summer,0.19600776268367062
gcag,1911-04,-0.6435,1911-04-01,4,Summer,0.15897659313240128
GISTEMP,1911-05,-0.52,1911-05-01,5,Summer,0.2078894213632223
gcag,1911-05,-0.6271,1911-05-01,5,Summer,0.16547189987722286
GISTEMP,1911-06,-0.51,1911-06-01,6,Monsoon,0.2118499742564062
gcag,1911-06,-0.5542,1911-06-01,6,Monsoon,0.1943443304685334
GISTEMP,1911-07,-0.43,1911-07-01,7,Monsoon,0.24353439740187732
gcag,1911-07,-0.4925,1911-07-01,7,Monsoon,0.21878094181947802
GISTEMP,1911-08,-0.44,1911-08-01,8,Monsoon,0.23957384450869343
gcag,1911-08,-0.5063,1911-08-01,8,Monsoon,0.21331537882688426
GISTEMP,1911-09,-0.41,1911-09-01,9,Post-Monsoon,0.2514555031882451
gcag,1911-09,-0.4981,1911-09-01,9,Post-Monsoon,0.21656303219929504
GISTEMP,1911-10,-0.27,1911-10-01,10,Post-Monsoon,0.3069032436928195
gcag,1911-10,-0.345,1911-10-01,10,Post-Monsoon,0.27719909699394035
GISTEMP,1911-11,-0.22,1911-11-01,11,Post-Monsoon,0.32670600815873896
gcag,1911-11,-0.3492,1911-11-01,11,Post-Monsoon,0.27553566477880315
GISTEMP,1911-12,-0.22,1911-12-01,12,Winter,0.32670600815873896
gcag,1911-12,-0.3154,1911-12-01,12,Winter,0.28892233355776464
GISTEMP,1912-01,-0.26,1912-01-01,1,Winter,0.31086379658600344
gcag,1912-01,-0.3293,1912-01-01,1,Winter,0.2834171650362391
GISTEMP,1912-02,-0.15,1912-02-01,2,Winter,0.3544298784110262
gcag,1912-02,-0.3148,1912-02-01,2,Winter,0.28915996673135574
GISTEMP,1912-03,-0.38,1912-03-01,3,Summer,0.26333716186779677
gcag,1912-03,-0.5542,1912-03-01,3,Summer,0.1943443304685334
GISTEMP,1912-04,-0.18,1912-04-01,4,Summer,0.34254821973147453
